PMJ;S/N;gmag;Teff;e_Teff;logg;e_logg;Type;Teff(3D);e_Teff(3D);logg(3D);e_logg(3D);Mass;e_Mass
4453-55535-0414;  2;21.66; 10463;  380; 8.612; 0.348;DA                ; 10421;  380; 8.340; 0.350; 0.804; 0.2060
3752-55236-0696;  2;21.58; 10223;  311; 8.311; 0.313;DA                ; 10179;  311; 8.040; 0.310; 0.623; 0.1630
4502-55569-0104;  6;20.91; 11718;  330; 8.240; 0.150;DA                ; 11901;  330; 8.070; 0.150; 0.643; 0.0810
3753-55486-0260;  4;21.17; 10211;  161; 9.249; 0.188;DA                ; 10168;  161; 8.980; 0.190; 1.156; 0.0830
3683-55178-0490;  3;21.98; 12017;  576; 8.933; 0.290;DA                ; 12113;  576; 8.740; 0.290; 1.036; 0.1500
3675-55183-0900;  3;21.71; 10211;  278; 8.341; 0.290;DA                ; 10166;  278; 8.070; 0.290; 0.639; 0.1550
4459-55533-0124;  2;21.90; 10656;  475; 8.801; 0.420;DA                ; 10627;  475; 8.560; 0.420; 0.943; 0.2370
3677-55205-0840;  2;21.86; 10959;  736; 8.610; 0.450;DA                ; 10965;  736; 8.370; 0.450; 0.823; 0.2580
3684-55246-0546;  7;20.57; 10363;  124; 8.409; 0.140;DA                ; 10321;  124; 8.130; 0.140; 0.674; 0.0830
4459-55533-0940;  2;21.95; 11042;  448; 7.935; 0.459;DA                ; 11132;  448; 7.740; 0.460; 0.490; 0.1920
4495-55566-0088;  2;21.80; 10354;  245; 8.111; 0.262;DA                ; 10317;  245; 7.850; 0.260; 0.525; 0.1180
3677-55205-0846;  2;21.86; 10084;  422; 8.810; 0.390;DA                ; 10040;  422; 8.520; 0.390; 0.917; 0.2250
3678-55208-0154;  5;21.02; 11457;  392; 8.733; 0.163;DA                ; 11546;  392; 8.510; 0.160; 0.912; 0.0940
3676-55186-0078;  4;20.93; 10090;  198; 8.651; 0.212;DA                ; 10043;  198; 8.370; 0.210; 0.822; 0.1310
3680-55210-0776;  2;21.94; 12600; 1244; 8.620; 0.390;DA                ; 12872; 1244; 8.470; 0.390; 0.889; 0.2230
4459-55533-0024;  6;20.89; 11094;  188; 8.380; 0.170;DA                ; 11149;  188; 8.150; 0.170; 0.687; 0.1000
3801-55509-0396;  2;22.04; 10201;  418; 7.987; 0.564;DA                ; 10162;  418; 7.730; 0.560; 0.482; 0.2410
4501-55590-0706;  2;21.79; 12565; 1638; 7.997; 0.306;DA                ; 12953; 1638; 7.910; 0.310; 0.560; 0.1380
3680-55210-0860;  4;21.43; 10977;  295; 8.367; 0.224;DA                ; 11008;  295; 8.130; 0.220; 0.675; 0.1270
3800-55486-0022;  3;21.16; 11306;  551; 7.946; 0.365;DA                ; 11443;  551; 7.780; 0.360; 0.510; 0.1550
3682-55244-0762;  2;21.97; 10941;  489; 8.607; 0.373;DA                ; 10946;  489; 8.360; 0.370; 0.817; 0.2150
3686-55268-0578;  3;21.16; 10708;  288; 8.594; 0.272;DA                ; 10688;  288; 8.330; 0.270; 0.798; 0.1660
3755-55504-0366;  1;21.74; 10385;  531; 7.334; 0.538;DA                ; 10343;  531; 7.100; 0.540; 0.276; 0.1680
4471-55617-0772;  3;21.25; 10862;  241; 7.992; 0.208;DA                ; 10917;  241; 7.780; 0.210; 0.508; 0.0880
3678-55208-0940;  5;20.62; 10165;  178; 8.617; 0.153;DA                ; 10118;  178; 8.330; 0.150; 0.798; 0.0940
3756-55505-0370;  2;22.06; 10367;  119; 8.087; 0.375;DA                ; 10331;  119; 7.820; 0.380; 0.522; 0.1720
3680-55210-0038;  5;20.97; 10553;  209; 8.250; 0.098;DA                ; 10527;  209; 7.980; 0.100; 0.591; 0.0530
3678-55208-0956;  3;21.65; 11662;  293; 7.643; 0.312;DA                ; 11829;  293; 7.560; 0.310; 0.419; 0.1060
3684-55246-0332;  5;21.19; 10226;  156; 8.271; 0.169;DA                ; 10183;  156; 8.000; 0.170; 0.601; 0.0870
3682-55244-0152;  2;21.92; 10363;  464; 7.412; 0.579;DA                ; 10334;  464; 7.170; 0.580; 0.292; 0.1490
4458-55536-0727;  3;21.52; 10811;  276; 8.300; 0.216;DA                ; 10825;  276; 8.050; 0.220; 0.630; 0.1190
3801-55509-0129;  2;22.04; 11797; 1080; 8.245; 0.376;DA                ; 11987; 1080; 8.080; 0.380; 0.649; 0.2000
5494-55857-0214; 10;20.06; 10141;   80; 7.860; 0.099;DA                ; 10104;   80; 7.600; 0.100; 0.428; 0.0400
3684-55246-0796; 14;19.31; 10475;   62; 8.780; 0.051;DA                ; 10431;   62; 8.530; 0.050; 0.924; 0.0310
3679-55209-0950;  3;21.98; 11230;  656; 8.024; 0.290;DA                ; 11359;  656; 7.840; 0.290; 0.524; 0.1290
3679-55209-0046; 28;18.93; 11448;   49; 8.704; 0.026;DA                ; 11541;   49; 8.480; 0.030; 0.893; 0.0180
3683-55178-0082;  4;21.68; 10634;  229; 8.239; 0.101;DA                ; 10622;  229; 7.980; 0.100; 0.591; 0.0530
4458-55536-0210;  2;21.84; 10744;  352; 8.277; 0.355;DA                ; 10749;  352; 8.030; 0.350; 0.618; 0.1820
3755-55504-0086;  4;20.85; 11185;  336; 8.537; 0.185;DA                ; 11245;  336; 8.300; 0.180; 0.782; 0.1110
3803-55513-0664; 24;18.75; 13371;  250; 8.043; 0.028;DA                ; 14018;  250; 8.000; 0.030; 0.610; 0.0150
3756-55505-0218;  2;21.84; 11588;  414; 9.310; 0.333;DA                ; 11631;  414; 9.080; 0.330; 1.198; 0.1270
3681-55243-0970; 14;19.90; 11661;  175; 8.250; 0.070;DA                ; 11839;  175; 8.080; 0.070; 0.649; 0.0390
4451-55537-0392;  2;21.66; 10564;  350; 8.041; 0.359;DA                ; 10547;  350; 7.790; 0.360; 0.512; 0.1580
4494-55569-0052;  4;20.97; 11044;  376; 8.809; 0.188;DA                ; 11055;  376; 8.590; 0.190; 0.961; 0.1070
4451-55537-0362;  4;21.12; 10338;  216; 9.119; 0.182;DA                ; 10293;  216; 8.870; 0.180; 1.104; 0.0880
3679-55209-0008;  4;21.66; 10575;  245; 7.852; 0.261;DA                ; 10566;  245; 7.610; 0.260; 0.435; 0.0940
2962-54774-0339;  6;21.16; 14679; 1121; 8.569; 0.134;DA                ; 14679; 1121; 8.570; 0.130; 0.952; 0.0710
3803-55513-0760;  1;22.21; 12195; 2791; 7.357; 0.718;DA                ; 12486; 2791; 7.370; 0.720; 0.360; 0.2210
3682-55244-0986;  6;20.55; 11125;  234; 8.430; 0.124;DA                ; 11182;  234; 8.200; 0.120; 0.715; 0.0730
4469-55863-0626;  7;20.25; 10447;  130; 8.191; 0.017;DA                ; 10411;  130; 7.920; 0.020; 0.559; 0.0100
3701-55540-0434;  6;20.75; 10659;  127; 7.839; 0.133;DA                ; 10666;  127; 7.610; 0.130; 0.435; 0.0520
4458-55536-0020;  9;20.12; 10387;   93; 8.011; 0.100;DA                ; 10352;   93; 7.750; 0.100; 0.492; 0.0370
3804-55267-0710;  8;20.28; 10375;  102; 8.233; 0.109;DA                ; 10336;  102; 7.960; 0.110; 0.580; 0.0570
3687-55269-0916;  7;20.54; 10574;   23; 7.969; 0.129;DA                ; 10562;   23; 7.720; 0.130; 0.479; 0.0500
4463-55868-0219; 15;19.29; 10493;   60; 8.451; 0.007;DA                ; 10454;   60; 8.170; 0.010; 0.698; 0.0060
2962-54774-0469;  9;20.79; 10508;   21; 7.798; 0.123;DA                ; 10487;   21; 7.550; 0.120; 0.409; 0.0460
3803-55513-0982;  6;20.51; 11052;  223; 8.495; 0.138;DA                ; 11081;  223; 8.250; 0.140; 0.747; 0.0860
5149-55944-0224;  3;21.42; 10073;  247; 8.176; 0.282;DA                ; 10027;  247; 7.910; 0.280; 0.552; 0.1330
4498-55615-0496; 10;19.90; 10461;   89; 8.024; 0.092;DA                ; 10428;   89; 7.770; 0.090; 0.501; 0.0330
3687-55269-0946;  3;21.67; 10813;  174; 8.151; 0.341;DA                ; 10842;  174; 7.920; 0.340; 0.560; 0.1650
5149-55944-0730;  5;20.83; 10623;   32; 7.928; 0.178;DA                ; 10622;   32; 7.690; 0.180; 0.467; 0.0700
3687-55269-0078;  2;21.70; 11440;  724; 8.255; 0.297;DA                ; 11591;  724; 8.060; 0.300; 0.637; 0.1560
4498-55615-0568; 11;19.64; 12251;  265; 8.235; 0.062;DA                ; 12517;  265; 8.110; 0.060; 0.667; 0.0340
4498-55615-0566; 16;19.20; 14055;  227; 8.597; 0.040;DA                ; 14560;  227; 8.550; 0.040; 0.940; 0.0240
4450-55540-0500;  5;20.56; 10634;  205; 8.481; 0.093;DA                ; 10609;  205; 8.200; 0.090; 0.714; 0.0560
3804-55267-0096;  2;21.65; 12391; 1484; 8.127; 0.286;DA                ; 12701; 1484; 8.020; 0.290; 0.617; 0.1450
3805-55269-0754;  3;21.44; 10259;  258; 8.473; 0.317;DA                ; 10214;  258; 8.190; 0.320; 0.709; 0.1880
3689-55180-0844;  2;22.10; 10893;  292; 7.664; 0.309;DA                ; 10936;  292; 7.480; 0.310; 0.385; 0.1070
3758-55506-0098;  3;21.58; 12249;  319; 9.700; 0.242;DA                ; 12386;  319; 9.500; 0.240; 1.316; 0.0570
3806-55505-0706;  5;20.88; 10531;  190; 8.130; 0.200;DA                ; 10504;  190; 7.870; 0.200; 0.534; 0.0900
2962-54774-0093;  2;21.70; 10266;  313; 8.683; 0.455;DA                ; 10221;  313; 8.410; 0.460; 0.848; 0.2640
5149-55944-0844;  2;21.85; 10208;  705; 6.769; 0.522;DA                ; 10132;  705; 6.530; 0.520; 0.181; 0.0770
4479-55592-0314;  5;21.15; 10302;  197; 8.821; 0.153;DA                ; 10257;  197; 8.560; 0.150; 0.942; 0.0850
5149-55944-0842;  4;21.12; 10816;  330; 8.322; 0.175;DA                ; 10828;  330; 8.070; 0.170; 0.641; 0.0940
3758-55506-0042;  3;21.49; 10407;  273; 8.003; 0.326;DA                ; 10373;  273; 7.750; 0.330; 0.492; 0.1400
3692-55186-0300;  3;21.80; 11852;  331; 8.384; 0.270;DA                ; 12050;  331; 8.210; 0.270; 0.720; 0.1600
4479-55592-0284;  2;22.07; 11298;  669; 7.480; 0.430;DA                ; 11365;  669; 7.380; 0.430; 0.357; 0.1340
3806-55505-0732;  2;21.87; 11028;  727; 8.412; 0.391;DA                ; 11062;  727; 8.170; 0.390; 0.700; 0.2150
4486-55588-0120;  2;21.42; 10118;  353; 9.144; 0.281;DA                ; 10077;  353; 8.860; 0.280; 1.099; 0.1320
5152-56010-0518;  2;22.06; 10333;  370; 8.466; 0.455;DA                ; 10290;  370; 8.180; 0.460; 0.704; 0.2530
3804-55267-0988;  4;21.23; 10055;  194; 9.107; 0.212;DA                ; 10015;  194; 8.810; 0.210; 1.073; 0.1030
3694-55209-0554;  3;21.38; 11237;  509; 8.430; 0.380;DA                ; 11322;  509; 8.200; 0.380; 0.715; 0.2160
3693-55208-0402;  1;21.90; 11009;  541; 8.116; 0.756;DA                ; 11082;  541; 7.910; 0.760; 0.555; 0.3530
4446-55589-0422;  2;21.91; 10554;  385; 7.964; 0.328;DA                ; 10537;  385; 7.710; 0.330; 0.475; 0.1340
4446-55589-0417;  1;21.51; 10349;  610; 7.310; 0.550;DA                ; 10304;  610; 7.070; 0.550; 0.269; 0.1660
5152-56010-0456;  6;20.81; 12507;  723; 7.635; 0.101;DA                ; 12928;  723; 7.640; 0.100; 0.457; 0.0370
4450-55540-0258;  4;21.03; 11760;  197; 7.703; 0.179;DA                ; 11958;  197; 7.620; 0.180; 0.445; 0.0710
5159-55856-0466;  2;21.48; 11035;  429; 8.434; 0.218;DA                ; 11068;  429; 8.190; 0.220; 0.710; 0.1300
3806-55505-0866;  3;21.24; 10945;  583; 7.617; 0.365;DA                ; 10993;  583; 7.440; 0.360; 0.373; 0.1200
5152-56010-0612;  3;21.51; 10344;  293; 8.579; 0.294;DA                ; 10300;  293; 8.300; 0.290; 0.781; 0.1770
3690-55182-0722;  3;21.76; 12314; 1449; 7.739; 0.244;DA                ; 12665; 1449; 7.700; 0.240; 0.479; 0.0890
5149-55944-0030;  3;21.53; 10829;  344; 7.902; 0.120;DA                ; 10873;  344; 7.690; 0.120; 0.468; 0.0500
3808-55513-0552;  3;21.51; 10081;  290; 8.040; 0.324;DA                ; 10037;  290; 7.780; 0.320; 0.505; 0.1400
5152-56010-0672;  3;21.72; 12979; 1554; 8.601; 0.209;DA                ; 13276; 1554; 8.470; 0.210; 0.889; 0.1210
4483-55587-0330;  2;21.84; 10739;   97; 8.657; 0.290;DA                ; 10721;   97; 8.410; 0.290; 0.848; 0.1720
4450-55540-0098;  2;22.06; 10160;  405; 8.703; 0.413;DA                ; 10114;  405; 8.420; 0.410; 0.854; 0.2380
5159-55856-0349;  1;22.06; 11616;  985; 8.060; 0.520;DA                ; 11797;  985; 7.900; 0.520; 0.552; 0.2450
3761-55272-0316;  2;21.72; 11378;  720; 8.379; 0.324;DA                ; 11504;  720; 8.170; 0.320; 0.700; 0.1850
4455-55539-0692; 48;17.10; 13835;  107; 8.155; 0.011;DA                ; 14170;  107; 8.130; 0.010; 0.681; 0.0060
3808-55513-0620;  2;21.80; 10570;  423; 9.060; 0.340;DA                ; 10529;  423; 8.840; 0.340; 1.089; 0.1640
4449-55544-0454;  3;21.18; 10175;  295; 8.562; 0.257;DA                ; 10128;  295; 8.280; 0.260; 0.769; 0.1580
4491-55570-0114;  4;21.34; 10180;  188; 8.181; 0.226;DA                ; 10137;  188; 7.910; 0.230; 0.553; 0.1090
3760-55268-0124;  2;21.61; 11345;  512; 7.626; 0.448;DA                ; 11438;  512; 7.500; 0.450; 0.395; 0.1520
3807-55511-0960;  1;21.94; 12308;  953; 8.280; 0.420;DA                ; 12584;  953; 8.150; 0.420; 0.690; 0.2270
3760-55268-0900;  3;21.50; 10521;  387; 8.064; 0.300;DA                ; 10494;  387; 7.810; 0.300; 0.521; 0.1330
3690-55182-0048; 15;19.94; 12055;  179; 7.640; 0.100;DA                ; 12352;  179; 7.600; 0.100; 0.439; 0.0390
3690-55182-0016;  7;20.88; 13178;  546; 8.200; 0.133;DA                ; 13696;  546; 8.120; 0.130; 0.675; 0.0730
3695-55212-0304;  7;20.78; 10060;  118; 9.017; 0.123;DA                ; 10020;  118; 8.720; 0.120; 1.024; 0.0610
5495-55896-0760;  2;21.65; 10629;   70; 8.099; 0.364;DA                ; 10624;   70; 7.850; 0.360; 0.525; 0.1650
3808-55513-0810;  6;21.02; 11521;  386; 8.695; 0.123;DA                ; 11628;  386; 8.470; 0.120; 0.888; 0.0750
5495-55896-0750;  2;21.71; 11838; 1211; 8.016; 0.271;DA                ; 12027; 1211; 7.890; 0.270; 0.548; 0.1210
3695-55212-0154;  2;22.09; 10883;  501; 8.426; 0.510;DA                ; 10893;  501; 8.170; 0.510; 0.699; 0.2730
4503-55563-0900;  9;20.01; 10498;  100; 7.885; 0.012;DA                ; 10472;  100; 7.630; 0.010; 0.442; 0.0040
3695-55212-0806;  4;21.67; 10173;  208; 8.590; 0.307;DA                ; 10126;  208; 8.310; 0.310; 0.786; 0.1890
3695-55212-0804;  3;21.84; 10512;  294; 8.767; 0.291;DA                ; 10469;  294; 8.520; 0.290; 0.918; 0.1710
3695-55212-0812;  2;21.79; 12202;  212; 8.876; 0.351;DA                ; 12357;  212; 8.690; 0.350; 1.010; 0.1880
4455-55539-0038;  3;21.39; 10581;  305; 8.226; 0.133;DA                ; 10561;  305; 7.960; 0.130; 0.580; 0.0640
3696-55277-0194;  2;21.78; 11123;  638; 7.960; 0.540;DA                ; 11230;  638; 7.770; 0.540; 0.505; 0.2340
3762-55507-0898;  2;21.94; 11450;  861; 7.970; 0.315;DA                ; 11616;  861; 7.810; 0.320; 0.522; 0.1390
3764-55514-0570;  6;20.64; 10812;   89; 8.114; 0.176;DA                ; 10844;   89; 7.880; 0.180; 0.540; 0.0810
4445-55622-0658; 11;19.59; 12789;  294; 8.134; 0.065;DA                ; 13222;  294; 8.040; 0.070; 0.629; 0.0380
3695-55212-0084;  3;21.52; 11431;  426; 8.390; 0.321;DA                ; 11569;  426; 8.180; 0.320; 0.706; 0.1860
3763-55508-0778;  2;21.81; 11197;  517; 7.904; 0.411;DA                ; 11310;  517; 7.730; 0.410; 0.487; 0.1700
4496-55544-0054;  2;21.88; 11209;  790; 7.611; 0.356;DA                ; 11285;  790; 7.470; 0.360; 0.384; 0.1190
5152-56010-0057;  2;22.18; 10626;  554; 7.761; 0.371;DA                ; 10628;  554; 7.530; 0.370; 0.402; 0.1260
3696-55277-0126;  2;21.84; 10106;  377; 7.899; 0.405;DA                ; 10067;  377; 7.640; 0.410; 0.445; 0.1590
4484-55565-0638;  2;21.84; 11083;  944; 8.698; 0.322;DA                ; 11107;  944; 8.470; 0.320; 0.887; 0.1870
3764-55514-0632;  2;22.03; 10516;  642; 8.241; 0.468;DA                ; 10483;  642; 7.970; 0.470; 0.585; 0.2370
4500-55543-0428;  2;21.68; 10962;  438; 8.767; 0.327;DA                ; 10964;  438; 8.540; 0.330; 0.930; 0.1920
4449-55544-0148;  2;21.80; 11393;  698; 9.262; 0.310;DA                ; 11422;  698; 9.030; 0.310; 1.178; 0.1270
4441-55532-0454;  2;21.32; 10822;  397; 8.310; 0.290;DA                ; 10836;  397; 8.060; 0.290; 0.635; 0.1530
4500-55543-0436;  1;21.82; 11358;  609; 8.775; 0.597;DA                ; 11422;  609; 8.550; 0.600; 0.937; 0.3220
4500-55543-0363;  1;22.11; 11262; 1263; 7.208; 0.345;DA                ; 11298; 1263; 7.200; 0.340; 0.306; 0.0800
3696-55277-0070;  2;21.63; 10457;  450; 8.887; 0.360;DA                ; 10411;  450; 8.650; 0.360; 0.991; 0.1960
4449-55544-0924;  3;20.78; 10407;  266; 7.870; 0.280;DA                ; 10379;  266; 7.620; 0.280; 0.438; 0.1030
5156-55925-0834;  1;21.99; 13256; 2231; 8.740; 0.630;DA                ; 13598; 2231; 8.630; 0.630; 0.984; 0.3220
3697-55290-0262;  3;21.30; 11167;  399; 7.931; 0.206;DA                ; 11278;  399; 7.750; 0.210; 0.495; 0.0850
3763-55508-0958;  2;21.71; 10368;  318; 8.798; 0.321;DA                ; 10323;  318; 8.540; 0.320; 0.930; 0.1870
4454-55536-0291;  2;21.62; 12100;  497; 7.995; 0.288;DA                ; 12327;  497; 7.900; 0.290; 0.554; 0.1330
3763-55508-0976;  3;21.28; 11432;  750; 7.981; 0.232;DA                ; 11597;  750; 7.810; 0.230; 0.522; 0.0970
4445-55622-0160;  2;21.71; 10334;  458; 7.981; 0.552;DA                ; 10299;  458; 7.720; 0.550; 0.478; 0.2330
5163-55889-0382;  2;21.55; 10583;  275; 8.242; 0.293;DA                ; 10562;  275; 7.980; 0.290; 0.591; 0.1470
5156-55925-0154;  4;21.05; 12649; 1025; 8.843; 0.178;DA                ; 12903; 1025; 8.680; 0.180; 1.006; 0.0960
5156-55925-0122;  7;20.38; 11472;  236; 8.085; 0.106;DA                ; 11642;  236; 7.910; 0.110; 0.557; 0.0470
3764-55514-0894;  3;21.65; 11603;  432; 9.316; 0.301;DA                ; 11647;  432; 9.090; 0.300; 1.201; 0.1130
5287-55952-0570;  2;21.59; 10998;  694; 8.781; 0.305;DA                ; 11003;  694; 8.560; 0.300; 0.943; 0.1710
5157-55923-0392; 29;18.26; 12157;   85; 8.944; 0.025;DA                ; 12285;   85; 8.750; 0.030; 1.041; 0.0160
3763-55508-0018; 36;17.62; 13424;   98; 8.519; 0.020;DA                ; 13884;   98; 8.430; 0.020; 0.865; 0.0130
5163-55889-0340;  2;21.66; 11483;  414; 8.451; 0.201;DA                ; 11630;  414; 8.240; 0.200; 0.741; 0.1210
4472-55893-0862;  6;20.60; 10546;   27; 7.720; 0.170;DA                ; 10535;   27; 7.480; 0.170; 0.383; 0.0600
5161-55968-0610;  4;21.27; 13444;  840; 7.831; 0.154;DA                ; 13896;  840; 7.810; 0.150; 0.523; 0.0580
5289-55893-0534;  3;21.43; 10414;  297; 7.710; 0.378;DA                ; 10393;  297; 7.460; 0.380; 0.376; 0.1250
5157-55923-0338;  2;21.45; 12875; 1677; 8.078; 0.345;DA                ; 13362; 1677; 7.990; 0.340; 0.603; 0.1660
5180-55947-0718;  2;21.72; 13860; 3785; 8.570; 0.338;DA                ; 14399; 3785; 8.510; 0.340; 0.915; 0.1920
5287-55952-0772;  6;20.38; 10468;  151; 8.484; 0.135;DA                ; 10428;  151; 8.200; 0.140; 0.714; 0.0850
5180-55947-0758;  3;21.17; 10287;  241; 7.380; 0.383;DA                ; 10253;  241; 7.140; 0.380; 0.284; 0.0910
5289-55893-0672;  2;21.81; 10982;  365; 8.392; 0.317;DA                ; 11010;  365; 8.150; 0.320; 0.687; 0.1820
3811-55538-0674;  2;21.76; 10780;  424; 8.477; 0.328;DA                ; 10772;  424; 8.210; 0.330; 0.719; 0.1950
5154-55864-0650;  2;21.91; 11065;  780; 9.250; 0.400;DA                ; 11069;  780; 9.040; 0.400; 1.182; 0.1570
5290-55862-0670;  2;21.71; 10261;  515; 8.768; 0.481;DA                ; 10216;  515; 8.500; 0.480; 0.905; 0.2710
5180-55947-0868;  2;21.84; 11122;  976; 7.917; 0.412;DA                ; 11224;  976; 7.730; 0.410; 0.486; 0.1680
5154-55864-0306;  1;21.77; 10510;  571; 7.790; 0.505;DA                ; 10490;  571; 7.540; 0.510; 0.405; 0.1810
5157-55923-0072;  2;21.49; 11787;  774; 8.072; 0.330;DA                ; 11975;  774; 7.930; 0.330; 0.569; 0.1580
5154-55864-0273;  2;21.70; 12658;  936; 8.302; 0.298;DA                ; 13001;  936; 8.190; 0.300; 0.712; 0.1740
3765-55508-0034;  3;21.81; 10339;  364; 8.276; 0.346;DA                ; 10299;  364; 8.000; 0.350; 0.601; 0.1790
5290-55862-0284;  4;21.07; 10258;  248; 8.620; 0.212;DA                ; 10213;  248; 8.340; 0.210; 0.804; 0.1310
5290-55862-0278;  2;21.80; 12242;  869; 8.166; 0.263;DA                ; 12509;  869; 8.050; 0.260; 0.633; 0.1330
3812-55513-0790;  5;20.93; 10670;  156; 8.378; 0.241;DA                ; 10656;  156; 8.110; 0.240; 0.663; 0.1380
5287-55952-1000;  3;20.92; 10895;  360; 7.963; 0.263;DA                ; 10957;  360; 7.750; 0.260; 0.494; 0.1080
5154-55864-0230;  4;21.11; 12701;  948; 7.780; 0.190;DA                ; 13070;  948; 7.740; 0.190; 0.498; 0.0710
5163-55889-0018;  9;19.92; 10472;   97; 8.275; 0.099;DA                ; 10435;   97; 8.000; 0.100; 0.601; 0.0540
5288-55865-0091;  4;21.41; 10860;  111; 8.181; 0.223;DA                ; 10895;  111; 7.950; 0.220; 0.576; 0.1070
5289-55893-0944; 22;19.05; 14299;  183; 8.139; 0.036;DA                ; 14367;  183; 8.130; 0.040; 0.681; 0.0230
5291-55947-0668;  2;21.97; 10206;  321; 7.918; 0.334;DA                ; 10169;  321; 7.660; 0.330; 0.454; 0.1290
5292-55926-0636;  2;21.68; 11292;  968; 7.837; 0.472;DA                ; 11410;  968; 7.680; 0.470; 0.466; 0.1850
5290-55862-0158;  3;21.65; 10189;  291; 8.188; 0.306;DA                ; 10146;  291; 7.920; 0.310; 0.558; 0.1480
5292-55926-0694;  2;21.85; 11376;  601; 8.502; 0.343;DA                ; 11490;  601; 8.280; 0.340; 0.772; 0.2020
3814-55535-0658;  5;20.97; 10340;  150; 9.107; 0.155;DA                ; 10295;  150; 8.860; 0.150; 1.099; 0.0750
5295-55978-0519;  2;21.85; 11295;  739; 8.810; 0.350;DA                ; 11344;  739; 8.580; 0.350; 0.956; 0.1990
5179-55957-0292;  3;21.39; 10143;  266; 8.059; 0.313;DA                ; 10100;  266; 7.800; 0.310; 0.515; 0.1380
5735-55980-0474;  2;21.40; 10180;  325; 8.678; 0.385;DA                ; 10134;  325; 8.400; 0.390; 0.842; 0.2280
3815-55537-0296;  8;20.48; 11272;  161; 8.416; 0.084;DA                ; 11368;  161; 8.190; 0.080; 0.710; 0.0490
5162-55893-0195;  1;21.53; 11163;  551; 7.468; 0.589;DA                ; 11217;  551; 7.350; 0.590; 0.347; 0.1760
3814-55535-0210;  4;21.25; 11312;  257; 8.359; 0.182;DA                ; 11423;  257; 8.150; 0.180; 0.688; 0.1050
5293-55953-0206;  4;21.02; 11673;  527; 8.523; 0.166;DA                ; 11841;  527; 8.320; 0.170; 0.794; 0.1050
5162-55893-0142;  2;21.77; 11619;  479; 8.700; 0.346;DA                ; 11737;  479; 8.490; 0.350; 0.900; 0.2030
5293-55953-0806;  3;21.16; 11912;  921; 8.318; 0.193;DA                ; 12115;  921; 8.160; 0.190; 0.695; 0.1100
5297-55913-0454;  2;21.44; 11009;  644; 7.820; 0.360;DA                ; 11083;  644; 7.640; 0.360; 0.450; 0.1350
5295-55978-0336;  3;21.40; 11288;  410; 8.280; 0.203;DA                ; 11402;  410; 8.070; 0.200; 0.642; 0.1130
3815-55537-0082;  3;21.52; 10654;  313; 9.753; 0.213;DA                ; 10620;  313; 9.540; 0.210; 1.325; 0.0490
5155-55946-0116;  1;21.90; 10246;  767; 6.630; 0.730;DA                ; 10165;  767; 6.400; 0.730; 0.179; 0.0990
5158-55913-0006;  3;21.61; 11121;  240; 8.602; 0.309;DA                ; 11160;  240; 8.370; 0.310; 0.824; 0.1840
4608-55973-0044;  5;20.57; 10242;  150; 8.412; 0.017;DA                ; 10197;  150; 8.130; 0.020; 0.674; 0.0110
5736-55984-0440;  3;21.22; 13120; 1293; 7.561; 0.306;DA                ; 13194; 1293; 7.550; 0.310; 0.422; 0.0990
4645-55623-0640;  3;21.19; 11626;  444; 8.310; 0.188;DA                ; 11799;  444; 8.130; 0.190; 0.677; 0.1100
3819-55540-0562;  1;22.10; 12987; 2891; 8.188; 0.495;DA                ; 13453; 2891; 8.100; 0.490; 0.663; 0.2510
5735-55980-0046;  3;21.54; 10523;  322; 8.024; 0.338;DA                ; 10497;  322; 7.770; 0.340; 0.502; 0.1470
5735-55980-0894;  3;21.36; 12366;  515; 8.893; 0.228;DA                ; 12555;  515; 8.710; 0.230; 1.020; 0.1220
5735-55980-0902;  2;21.25; 10726;  372; 7.963; 0.151;DA                ; 10749;  372; 7.730; 0.150; 0.484; 0.0570
3817-55277-0874;  3;21.56; 11251;  394; 8.529; 0.234;DA                ; 11329;  394; 8.300; 0.230; 0.782; 0.1410
5300-55982-0630;  2;21.57; 11713;  496; 7.939; 0.380;DA                ; 11898;  496; 7.810; 0.380; 0.522; 0.1670
3818-55532-0828;  7;21.02; 11234;  170; 8.334; 0.101;DA                ; 11329;  170; 8.120; 0.100; 0.670; 0.0550
5298-55979-0234;  2;22.02; 11761;  403; 8.765; 0.576;DA                ; 11878;  403; 8.560; 0.580; 0.944; 0.3120
3817-55277-0072;  4;21.33; 12419;  816; 8.386; 0.198;DA                ; 12707;  816; 8.250; 0.200; 0.751; 0.1200
3817-55277-0064;  3;21.33; 12283; 2017; 7.646; 0.225;DA                ; 12644; 2017; 7.630; 0.230; 0.452; 0.0760
3819-55540-0794;  2;21.81; 10881;  536; 8.760; 0.360;DA                ; 10875;  536; 8.530; 0.360; 0.924; 0.2070
5298-55979-0116;  1;21.84; 11232;  926; 7.850; 0.620;DA                ; 11343;  926; 7.690; 0.620; 0.470; 0.2550
3819-55540-0820;  2;21.72; 10502;  329; 8.706; 0.340;DA                ; 10459;  329; 8.450; 0.340; 0.874; 0.1990
3780-55240-0240;  3;21.55; 11235;  344; 7.166; 0.222;DA                ; 11261;  344; 7.170; 0.220; 0.297; 0.0520
3819-55540-0898;  2;21.71; 13289; 2049; 7.971; 0.437;DA                ; 13898; 2049; 7.930; 0.440; 0.573; 0.2060
